Date; Q; P; Tg
15.05.2012 13:09:20;0,24104;4,36;7,5458
15.05.2012 14:02:22;0,24472;4,36;7,5824
15.05.2012 15:02:20;0,24702;4,36;7,5824
15.05.2012 16:02:42;0,24794;4,36;7,5824
15.05.2012 16:27:26;0,24794;4,36;7,5824
15.05.2012 16:47:22;0,24702;4,36;7,5824
15.05.2012 18:03:02;0,25392;4,36;7,619
15.05.2012 19:03:06;0,29647;4,36;7,6557
15.05.2012 20:03:04;0,31901;4,36;7,7289
15.05.2012 21:03:08;0,32108;4,37;7,6923
15.05.2012 22:03:08;0,28842;4,37;7,6557
15.05.2012 23:03:06;0,2484;4,39;7,6557
16.05.2012 0:03:04;0,18423;4,4;7,6923
16.05.2012 1:03:04;0,15364;4,41;7,6923
16.05.2012 2:03:02;0,1472;4,41;7,6923
16.05.2012 3:03:04;0,14605;4,42;7,6923
16.05.2012 4:03:04;0,14927;4,45;7,6923
16.05.2012 5:03:00;0,15134;4,46;7,6923
16.05.2012 6:03:02;0,19849;4,46;7,6557
16.05.2012 7:03:06;0,30038;4,47;7,6557
16.05.2012 8:02:54;0,30866;4,47;7,6923
16.05.2012 9:02:56;0,28865;4,49;7,7289
16.05.2012 9:41:52;0,26404;4,49;7,7289
16.05.2012 9:53:30;0,24288;4,49;7,7289
16.05.2012 10:06:14;0,23713;4,49;7,7289
16.05.2012 11:06:30;0,23207;4,49;7,7656
16.05.2012 13:31:56;0,25921;4,5;7,8388
16.05.2012 14:28:02;0,23414;4,51;7,8022
16.05.2012 15:15:22;0,23874;4,51;7,8388
16.05.2012 16:06:06;0,23299;4,51;7,7656
16.05.2012 17:06:42;0,26059;4,51;7,7656
16.05.2012 18:06:06;0,26404;4,51;7,7656
16.05.2012 19:06:42;0,25484;4,5;7,7289
16.05.2012 20:06:42;0,24886;4,51;7,6923
16.05.2012 21:05:56;0,2415;4,51;7,6923
16.05.2012 22:05:58;0,22724;4,51;7,6557
16.05.2012 23:05:56;0,20424;4,51;7,6923
17.05.2012 0:05:46;0,15456;4,51;7,7289
17.05.2012 1:05:42;0,12351;4,52;7,7656
17.05.2012 2:05:46;0,1265;4,54;7,8022
17.05.2012 3:05:46;0,13156;4,54;7,7656
17.05.2012 4:05:56;0,1311;4,55;7,7289
17.05.2012 5:05:36;0,11868;4,51;7,7289
17.05.2012 6:05:58;0,1426;4,47;7,6923
17.05.2012 7:06:06;0,25208;4,45;7,6923
17.05.2012 8:21:52;0,26243;4,42;7,7289
17.05.2012 9:13:06;0,25116;4,42;7,6557
17.05.2012 10:21:52;0,25392;4,41;7,6923
17.05.2012 11:05:26;0,26979;4,41;7,7289
17.05.2012 12:05:20;0,27531;4,42;7,8022
17.05.2012 13:05:16;0,25714;4,45;7,7656
17.05.2012 14:05:10;0,25208;4,46;7,7289
17.05.2012 15:05:34;0,23621;4,44;7,7656
17.05.2012 16:06:02;0,23092;4,42;7,8388
18.05.2012 7:44:52;0,29923;4,34;7,7289
18.05.2012 8:05:54;0,29463;4,35;7,7289
18.05.2012 9:06:18;0,26151;4,35;7,7289
18.05.2012 10:06:50;0,27692;4,34;7,7656
18.05.2012 11:06:40;0,25783;4,34;7,8022
18.05.2012 12:07:04;0,25714;4,32;7,7656
18.05.2012 13:06:40;0,25576;4,32;7,6923
18.05.2012 14:06:48;0,25507;4,32;7,7289
18.05.2012 15:07:02;0,25162;4,32;7,7656
18.05.2012 16:07:00;0,23874;4,31;7,7656
18.05.2012 17:06:50;0,23736;4,31;7,7656
18.05.2012 18:06:46;0,24288;4,31;7,7656
18.05.2012 19:06:44;0,2507;4,31;7,7289
18.05.2012 20:06:46;0,25806;4,31;7,7289
18.05.2012 21:06:40;0,26979;4,3;7,7289
18.05.2012 22:06:34;0,2599;4,3;7,7289
18.05.2012 23:06:36;0,25921;4,29;7,7289
19.05.2012 0:06:34;0,20792;4,29;7,7289
19.05.2012 1:06:52;0,1702;4,29;7,7656
19.05.2012 2:06:56;0,16422;4,29;7,7656
19.05.2012 3:06:40;0,161;4,29;7,7656
19.05.2012 4:06:14;0,16169;4,29;7,7656
19.05.2012 5:06:24;0,16606;4,29;7,7656
19.05.2012 6:06:40;0,20861;4,29;7,7656
19.05.2012 7:06:44;0,26611;4,29;7,8022
19.05.2012 8:06:36;0,26634;4,3;7,8388
19.05.2012 9:06:40;0,25576;4,3;7,8755
19.05.2012 10:06:40;0,23644;4,29;7,9121
19.05.2012 11:06:40;0,23;4,29;7,9121
19.05.2012 12:06:56;0,22609;4,29;7,9853
19.05.2012 13:06:38;0,2231;4,29;7,9853
19.05.2012 14:06:36;0,22241;4,29;7,9853
19.05.2012 15:06:44;0,23161;4,29;7,9853
19.05.2012 16:06:48;0,21551;4,29;8,022
19.05.2012 17:06:42;0,20585;4,29;8,022
19.05.2012 18:06:48;0,20815;4,27;7,9853
19.05.2012 19:06:50;0,21344;4,29;7,9853
19.05.2012 20:06:50;0,22402;4,29;7,9121
19.05.2012 21:06:50;0,20562;4,29;7,8755
19.05.2012 22:06:52;0,20539;4,29;7,8755
19.05.2012 23:06:46;0,19619;4,29;7,8755
20.05.2012 0:06:48;0,14375;4,29;7,8755
20.05.2012 1:06:12;0,11385;4,29;7,9121
20.05.2012 2:06:14;0,09936;4,29;7,9121
20.05.2012 3:06:32;0,10097;4,29;7,9121
20.05.2012 4:06:30;0,10419;4,29;7,9121
20.05.2012 5:06:36;0,1127;4,3;7,9121
20.05.2012 6:06:26;0,16169;4,3;7,9121
20.05.2012 7:07:00;0,20263;4,3;7,9121
20.05.2012 8:07:12;0,20286;4,31;7,9487
20.05.2012 9:07:14;0,20677;4,31;8,022
20.05.2012 10:07:02;0,21459;4,31;8,0586
20.05.2012 11:06:48;0,21804;4,3;8,0952
20.05.2012 12:06:34;0,20585;4,3;8,1319
20.05.2012 13:06:38;0,19182;4,3;8,1319
20.05.2012 14:07:02;0,19159;4,3;8,0586
20.05.2012 15:06:30;0,19366;4,3;8,0952
20.05.2012 16:06:38;0,19136;4,3;8,1319
20.05.2012 17:06:58;0,19481;4,3;8,0952
20.05.2012 18:07:36;0,20079;4,3;8,0586
20.05.2012 19:07:06;0,21022;4,31;8,0586
20.05.2012 20:06:42;0,22448;4,32;8,022
20.05.2012 21:07:14;0,19941;4,32;8,022
20.05.2012 22:07:24;0,18676;4,32;7,9853
20.05.2012 23:07:10;0,17112;4,32;7,9853
21.05.2012 0:06:24;0,11224;4,32;8,022
21.05.2012 1:05:46;0,092;4,32;8,022
21.05.2012 2:06:00;0,08855;4,32;8,022
21.05.2012 3:05:52;0,08947;4,34;8,022
21.05.2012 4:06:00;0,09338;4,34;8,022
21.05.2012 5:05:56;0,09338;4,34;8,022
21.05.2012 6:07:02;0,16238;4,35;7,9853
21.05.2012 7:07:50;0,24564;4,35;7,9853
21.05.2012 8:07:38;0,25116;4,35;8,022
21.05.2012 9:07:22;0,22931;4,34;8,0586
21.05.2012 10:07:18;0,21505;4,34;8,0952
21.05.2012 11:07:10;0,21068;4,34;8,0952
21.05.2012 12:07:00;0,21229;4,34;8,1319
21.05.2012 13:07:14;0,20539;4,34;8,1319
21.05.2012 14:07:28;0,2116;4,34;8,1319
21.05.2012 15:07:44;0,21367;4,34;8,1319
21.05.2012 16:06:58;0,20792;4,34;8,1319
21.05.2012 17:07:04;0,20861;4,34;8,1319
21.05.2012 18:06:50;0,21344;4,35;8,1319
21.05.2012 19:06:50;0,21252;4,35;8,0952
21.05.2012 20:06:50;0,20953;4,35;8,0952
21.05.2012 21:06:56;0,184;4,36;8,0586
21.05.2012 22:06:54;0,18262;4,37;8,0586
21.05.2012 23:06:58;0,17618;4,36;8,0586
22.05.2012 0:06:06;0,12006;4,36;8,0952
22.05.2012 1:05:46;0,0897;4,37;8,0952
22.05.2012 2:05:56;0,08832;4,37;8,1319
22.05.2012 3:05:40;0,09062;4,37;8,1319
22.05.2012 4:05:44;0,09476;4,39;8,1319
22.05.2012 5:05:40;0,10074;4,39;8,1319
22.05.2012 6:06:38;0,15525;4,4;8,1319
22.05.2012 7:06:56;0,24104;4,4;8,1319
22.05.2012 8:07:16;0,25622;4,4;8,1685
22.05.2012 9:07:04;0,23069;4,4;8,2051
22.05.2012 10:06:50;0,21666;4,39;8,2418
22.05.2012 11:07:10;0,21505;4,39;8,2418
22.05.2012 12:07:16;0,21436;4,37;8,2784
22.05.2012 13:07:06;0,21482;4,37;8,2784
22.05.2012 14:06:52;0,21781;4,37;8,2784
22.05.2012 15:08:14;0,21574;4,37;8,2784
22.05.2012 16:07:02;0,19366;4,37;8,2784
22.05.2012 17:07:00;0,18791;4,36;8,2784
22.05.2012 18:06:40;0,19803;4,36;8,2784
22.05.2012 19:07:30;0,21735;4,37;8,2418
22.05.2012 20:06:44;0,21528;4,37;8,2418
22.05.2012 21:07:18;0,20723;4,37;8,2051
22.05.2012 22:07:28;0,19205;4,39;8,2051
22.05.2012 23:07:24;0,17411;4,39;8,2051
23.05.2012 0:06:48;0,11316;4,39;8,2418
23.05.2012 1:05:56;0,08763;4,39;8,315
23.05.2012 2:05:48;0,09016;4,39;8,3516
23.05.2012 3:05:46;0,08993;4,4;8,3516
23.05.2012 4:05:52;0,08924;4,4;8,3516
23.05.2012 5:05:54;0,09039;4,41;8,3516
23.05.2012 6:07:14;0,11362;4,41;8,315
23.05.2012 7:07:46;0,21712;4,41;8,315
23.05.2012 8:07:32;0,23092;4,42;8,3516
23.05.2012 9:06:46;0,22241;4,41;8,3516
23.05.2012 10:06:24;0,21298;4,41;8,3516
23.05.2012 11:06:28;0,1679;4,41;8,3516
23.05.2012 12:06:20;0,15272;4,41;8,3883
23.05.2012 13:06:18;0,15065;4,4;8,4249
23.05.2012 14:06:42;0,16445;4,4;8,4249
23.05.2012 15:06:52;0,19941;4,39;8,4615
23.05.2012 16:05:20;0,21367;4,39;8,4615
23.05.2012 17:06:18;0,20378;4,39;8,4615
23.05.2012 18:05:22;0,20171;4,39;8,4249
23.05.2012 19:05:50;0,21022;4,39;8,4249
23.05.2012 20:06:38;0,21229;4,39;8,3883
23.05.2012 21:06:46;0,17917;4,39;8,3883
23.05.2012 22:06:30;0,1725;4,39;8,3883
23.05.2012 23:05:56;0,17158;4,39;8,3883
24.05.2012 0:05:54;0,12765;4,39;8,4249
24.05.2012 1:04:34;0,09269;4,39;8,4249
24.05.2012 2:04:30;0,0851;4,39;8,4249
24.05.2012 3:04:30;0,08763;4,4;8,4249
