Date; Q; P; Tg
15.05.2012 13:09:20;0,00874;3,74;7,5458
15.05.2012 14:02:22;0,00897;3,73;7,5824
15.05.2012 15:02:20;0,00897;3,72;7,5824
15.05.2012 16:02:42;0,00897;3,72;7,5824
15.05.2012 16:27:26;0,00897;3,72;7,5824
15.05.2012 16:47:22;0,00897;3,72;7,5824
15.05.2012 18:03:02;0,01127;3,74;7,619
15.05.2012 19:03:06;0,01357;3,75;7,6557
15.05.2012 20:03:04;0,01472;3,77;7,7289
15.05.2012 21:03:08;0,01495;3,8;7,6923
15.05.2012 22:03:08;0,01403;3,79;7,6557
15.05.2012 23:03:06;0,01334;3,8;7,6557
16.05.2012 0:03:04;0,01012;3,82;7,6923
16.05.2012 1:03:04;0,00736;3,85;7,6923
16.05.2012 2:03:02;0,00414;3,87;7,6923
16.05.2012 3:03:04;0,00437;3,89;7,6923
16.05.2012 4:03:04;0,00253;3,89;7,6923
16.05.2012 5:03:00;0,0023;3,9;7,6923
16.05.2012 6:03:02;0,00575;3,91;7,6557
16.05.2012 7:03:06;0,01242;3,91;7,6557
16.05.2012 8:02:54;0,00874;3,89;7,6923
16.05.2012 9:02:56;0,01219;3,89;7,7289
16.05.2012 9:41:52;0,01265;3,86;7,7289
16.05.2012 9:53:30;0,00989;3,86;7,7289
16.05.2012 10:06:14;0,01035;3,86;7,7289
16.05.2012 11:06:30;0,01242;3,85;7,7656
16.05.2012 13:31:56;0,00874;3,86;7,8388
16.05.2012 14:28:02;0,0115;3,86;7,8022
16.05.2012 15:15:22;0,00874;3,86;7,8388
16.05.2012 16:06:06;0,00989;3,86;7,7656
16.05.2012 17:06:42;0,00759;3,87;7,7656
16.05.2012 18:06:06;0,00782;3,88;7,7656
16.05.2012 19:06:42;0,01449;3,89;7,7289
16.05.2012 20:06:42;0,01035;3,89;7,6923
16.05.2012 21:05:56;0,01794;3,89;7,6923
16.05.2012 22:05:58;0,01196;3,87;7,6557
16.05.2012 23:05:56;0,0115;3,87;7,6923
17.05.2012 0:05:46;0,01035;3,89;7,7289
17.05.2012 1:05:42;0,00644;3,91;7,7656
17.05.2012 2:05:46;0,00506;3,93;7,8022
17.05.2012 3:05:46;0,00253;3,95;7,7656
