Date; Q; P; Tg
15.05.2012 13:09:20;0,3151;4,55;7,5458
15.05.2012 14:02:22;0,32522;4,54;7,5824
15.05.2012 15:02:20;0,3266;4,54;7,5824
15.05.2012 16:02:42;0,3082;4,54;7,5824
15.05.2012 16:27:26;0,3082;4,54;7,5824
15.05.2012 16:47:22;0,3266;4,54;7,5824
15.05.2012 18:03:02;0,36202;4,55;7,619
15.05.2012 19:03:06;0,36064;4,55;7,6557
15.05.2012 20:03:04;0,35581;4,55;7,7289
15.05.2012 21:03:08;0,3496;4,55;7,6923
15.05.2012 22:03:08;0,35489;4,55;7,6557
15.05.2012 23:03:06;0,31533;4,56;7,6557
16.05.2012 0:03:04;0,207;4,57;7,6923
16.05.2012 1:03:04;0,17595;4,59;7,6923
16.05.2012 2:03:02;0,1794;4,6;7,6923
16.05.2012 3:03:04;0,17802;4,61;7,6923
16.05.2012 4:03:04;0,16859;4,62;7,6923
16.05.2012 5:03:00;0,16238;4,64;7,6923
16.05.2012 6:03:02;0,18952;4,64;7,6557
16.05.2012 7:03:06;0,25208;4,65;7,6557
16.05.2012 8:02:54;0,2875;4,65;7,6923
16.05.2012 9:02:56;0,31395;4,66;7,7289
16.05.2012 9:41:52;0,31142;4,66;7,7289
16.05.2012 9:53:30;0,31188;4,66;7,7289
16.05.2012 10:06:14;0,34339;4,67;7,7289
16.05.2012 11:06:30;0,48944;4,67;7,7656
16.05.2012 13:31:56;0,44551;4,67;7,8388
16.05.2012 14:28:02;0,49082;4,67;7,8022
16.05.2012 15:15:22;0,48231;4,67;7,8388
16.05.2012 16:06:06;0,5106;4,67;7,7656
16.05.2012 17:06:42;0,48323;4,67;7,7656
16.05.2012 18:06:06;0,47771;4,68;7,7656
16.05.2012 19:06:42;0,48806;4,68;7,7289
16.05.2012 20:06:42;0,50347;4,68;7,6923
16.05.2012 21:05:56;0,47242;4,69;7,6923
16.05.2012 22:05:58;0,48438;4,69;7,6557
16.05.2012 23:05:56;0,45218;4,69;7,6923
17.05.2012 0:05:46;0,35144;4,69;7,7289
17.05.2012 1:05:42;0,33626;4,7;7,7656
17.05.2012 2:05:46;0,3542;4,7;7,8022
17.05.2012 3:05:46;0,34914;4,71;7,7656
17.05.2012 4:05:56;0,31556;4,73;7,7289
17.05.2012 5:05:36;0,30774;4,71;7,7289
17.05.2012 6:05:58;0,34224;4,67;7,6923
17.05.2012 7:06:06;0,40986;4,64;7,6923
17.05.2012 8:21:52;0,40549;4,61;7,7289
17.05.2012 9:13:06;0,4347;4,61;7,6557
17.05.2012 10:21:52;0,46575;4,61;7,6923
17.05.2012 11:05:26;0,52578;4,6;7,7289
17.05.2012 12:05:20;0,50301;4,59;7,8022
17.05.2012 13:05:16;0,4692;4,61;7,7656
17.05.2012 14:05:10;0,48783;4,63;7,7289
17.05.2012 15:05:34;0,49933;4,61;7,7656
17.05.2012 16:06:02;0,49243;4,6;7,8388
18.05.2012 7:44:52;0,64561;4,56;7,7289
18.05.2012 8:05:54;0,52072;4,56;7,7289
18.05.2012 9:06:18;0,56373;4,56;7,7289
18.05.2012 10:06:50;0,56304;4,55;7,7656
18.05.2012 11:06:40;0,37444;4,53;7,8022
18.05.2012 12:07:04;0,37398;4,53;7,7656
18.05.2012 13:06:40;0,32867;4,53;7,6923
18.05.2012 14:06:48;0,33143;4,53;7,7289
18.05.2012 15:07:02;0,33212;4,53;7,7656
18.05.2012 16:07:00;0,33005;4,52;7,7656
18.05.2012 17:06:50;0,31832;4,52;7,7656
18.05.2012 18:06:46;0,31096;4,52;7,7656
18.05.2012 19:06:44;0,28313;4,52;7,7289
18.05.2012 20:06:46;0,28014;4,51;7,7289
18.05.2012 21:06:40;0,28428;4,51;7,7289
18.05.2012 22:06:34;0,28704;4,51;7,7289
18.05.2012 23:06:36;0,27945;4,51;7,7289
19.05.2012 0:06:34;0,22517;4,5;7,7289
19.05.2012 1:06:52;0,18262;4,5;7,7656
19.05.2012 2:06:56;0,1817;4,5;7,7656
19.05.2012 3:06:40;0,18423;4,51;7,7656
19.05.2012 4:06:14;0,18883;4,5;7,7656
19.05.2012 5:06:24;0,18768;4,51;7,7656
19.05.2012 6:06:40;0,19343;4,5;7,7656
19.05.2012 7:06:44;0,19688;4,49;7,8022
19.05.2012 8:06:36;0,18722;4,48;7,8388
19.05.2012 9:06:40;0,18975;4,48;7,8755
19.05.2012 10:06:40;0,19435;4,48;7,9121
19.05.2012 11:06:40;0,2047;4,48;7,9121
19.05.2012 12:06:56;0,1955;4,48;7,9853
19.05.2012 13:06:38;0,18009;4,48;7,9853
19.05.2012 14:06:36;0,16767;4,48;7,9853
19.05.2012 15:06:44;0,16192;4,48;7,9853
19.05.2012 16:06:48;0,12811;4,48;8,022
19.05.2012 17:06:42;0,12742;4,48;8,022
19.05.2012 18:06:48;0,08395;4,48;7,9853
19.05.2012 19:06:50;0,10074;4,48;7,9853
19.05.2012 20:06:50;0,11224;4,48;7,9121
19.05.2012 21:06:50;0,11224;4,49;7,8755
19.05.2012 22:06:52;0,1127;4,49;7,8755
19.05.2012 23:06:46;0,10212;4,5;7,8755
20.05.2012 0:06:48;0,07383;4,5;7,8755
20.05.2012 1:06:12;0,07429;4,5;7,9121
20.05.2012 2:06:14;0,06187;4,51;7,9121
20.05.2012 3:06:32;0,06118;4,51;7,9121
20.05.2012 4:06:30;0,06141;4,51;7,9121
20.05.2012 5:06:36;0,06072;4,51;7,9121
20.05.2012 6:06:26;0,0713;4,51;7,9121
20.05.2012 7:07:00;0,07567;4,51;7,9121
20.05.2012 8:07:12;0,0805;4,51;7,9487
20.05.2012 9:07:14;0,08947;4,51;8,022
20.05.2012 10:07:02;0,09338;4,51;8,0586
20.05.2012 11:06:48;0,09729;4,51;8,0952
20.05.2012 12:06:34;0,09108;4,51;8,1319
20.05.2012 13:06:38;0,16928;4,51;8,1319
20.05.2012 14:07:02;0,18768;4,52;8,0586
20.05.2012 15:06:30;0,18676;4,52;8,0952
20.05.2012 16:06:38;0,19803;4,52;8,1319
20.05.2012 17:06:58;0,20033;4,52;8,0952
20.05.2012 18:07:36;0,23391;4,52;8,0586
