Date; Q; P; Tg
15.05.2012 13:09:20;0,0092;4,47;7,5458
15.05.2012 14:02:22;0,01058;4,47;7,5824
15.05.2012 15:02:20;0,01035;4,47;7,5824
15.05.2012 16:02:42;0,00874;4,46;7,5824
15.05.2012 16:27:26;0,00874;4,46;7,5824
15.05.2012 16:47:22;0,01035;4,47;7,5824
15.05.2012 18:03:02;0,01173;4,46;7,619
15.05.2012 19:03:06;0,01196;4,45;7,6557
15.05.2012 20:03:04;0,01196;4,45;7,7289
15.05.2012 21:03:08;0,01242;4,45;7,6923
15.05.2012 22:03:08;0,01426;4,44;7,6557
15.05.2012 23:03:06;0,00943;4,44;7,6557
16.05.2012 0:03:04;0,00667;4,44;7,6923
16.05.2012 1:03:04;0,00667;4,45;7,6923
16.05.2012 2:03:02;0,0069;4,45;7,6923
16.05.2012 3:03:04;0,0069;4,46;7,6923
16.05.2012 4:03:04;0,0069;4,46;7,6923
16.05.2012 5:03:00;0,00552;4,46;7,6923
16.05.2012 6:03:02;0,0046;4,46;7,6557
16.05.2012 7:03:06;0,01311;4,46;7,6557
16.05.2012 8:02:54;0,00736;4,46;7,6923
16.05.2012 9:02:56;0,0069;4,46;7,7289
16.05.2012 9:41:52;0,00621;4,45;7,7289
16.05.2012 9:53:30;0,00598;4,45;7,7289
16.05.2012 10:06:14;0,00598;4,45;7,7289
16.05.2012 11:06:30;0,00575;4,44;7,7656
16.05.2012 13:31:56;0,00713;4,43;7,8388
16.05.2012 14:28:02;0,00759;4,43;7,8022
16.05.2012 15:15:22;0,00736;4,43;7,8388
16.05.2012 16:06:06;0,00667;4,43;7,7656
16.05.2012 17:06:42;0,00667;4,43;7,7656
16.05.2012 18:06:06;0,01035;4,43;7,7656
16.05.2012 19:06:42;0,01196;4,42;7,7289
16.05.2012 20:06:42;0,01219;4,43;7,6923
16.05.2012 21:05:56;0,01196;4,42;7,6923
16.05.2012 22:05:58;0,01081;4,42;7,6557
16.05.2012 23:05:56;0,00621;4,41;7,6923
17.05.2012 0:05:46;0,00598;4,41;7,7289
17.05.2012 1:05:42;0,0046;4,42;7,7656
17.05.2012 2:05:46;0,00483;4,42;7,8022
17.05.2012 3:05:46;0,0046;4,43;7,7656
