Date; Q; P; Tg
15.05.2012 13:09:20;0,0069;1,9;7,5458
15.05.2012 14:02:22;0,00667;1,91;7,5824
15.05.2012 15:02:20;0,0069;1,94;7,5824
15.05.2012 16:02:42;0,00644;1,95;7,5824
15.05.2012 16:27:26;0,00644;1,95;7,5824
15.05.2012 16:47:22;0,0069;1,94;7,5824
15.05.2012 18:03:02;0,00759;1,98;7,619
15.05.2012 19:03:06;0,00713;1,97;7,6557
15.05.2012 20:03:04;0,00851;1,94;7,7289
15.05.2012 21:03:08;0,00989;1,91;7,6923
15.05.2012 22:03:08;0,00828;1,88;7,6557
15.05.2012 23:03:06;0,00552;1,86;7,6557
16.05.2012 0:03:04;0,00345;1,85;7,6923
16.05.2012 1:03:04;0,00345;1,85;7,6923
16.05.2012 2:03:02;0,00299;1,85;7,6923
16.05.2012 3:03:04;0,00299;1,85;7,6923
16.05.2012 4:03:04;0,00299;1,86;7,6923
16.05.2012 5:03:00;0,00345;1,86;7,6923
16.05.2012 6:03:02;0,00575;1,86;7,6557
16.05.2012 7:03:06;0,00851;1,85;7,6557
16.05.2012 8:02:54;0,00713;1,85;7,6923
16.05.2012 9:02:56;0,00667;1,85;7,7289
16.05.2012 9:41:52;0,00621;1,87;7,7289
16.05.2012 9:53:30;0,00644;1,88;7,7289
16.05.2012 10:06:14;0,00644;1,89;7,7289
16.05.2012 11:06:30;0,00552;1,94;7,7656
16.05.2012 13:31:56;0,0046;1,96;7,8388
16.05.2012 14:28:02;0,00667;1,94;7,8022
16.05.2012 15:15:22;0,00552;1,92;7,8388
16.05.2012 16:06:06;0,00506;1,9;7,7656
16.05.2012 17:06:42;0,0069;1,9;7,7656
16.05.2012 18:06:06;0,01012;1,9;7,7656
16.05.2012 19:06:42;0,0115;1,88;7,7289
16.05.2012 20:06:42;0,00966;1,87;7,6923
16.05.2012 21:05:56;0,00943;1,85;7,6923
16.05.2012 22:05:58;0,00805;1,84;7,6557
16.05.2012 23:05:56;0,00575;1,84;7,6923
17.05.2012 0:05:46;0,00483;1,85;7,7289
17.05.2012 1:05:42;0,00414;1,85;7,7656
17.05.2012 2:05:46;0,00391;1,86;7,8022
