Date; Q; P; Tg
15.05.2012 13:09:20;0,02162;3,88;7,5458
15.05.2012 14:02:22;0,01702;3,88;7,5824
15.05.2012 15:02:20;0,0115;3,89;7,5824
15.05.2012 16:02:42;0,01449;3,88;7,5824
15.05.2012 16:27:26;0,01449;3,88;7,5824
15.05.2012 16:47:22;0,0115;3,89;7,5824
15.05.2012 18:03:02;0,01725;3,9;7,619
15.05.2012 19:03:06;0,01978;3,9;7,6557
15.05.2012 20:03:04;0,02277;3,92;7,7289
15.05.2012 21:03:08;0,02277;3,92;7,6923
15.05.2012 22:03:08;0,02553;3,93;7,6557
15.05.2012 23:03:06;0,02484;3,94;7,6557
16.05.2012 0:03:04;0,01978;3,95;7,6923
16.05.2012 1:03:04;0,01518;3,95;7,6923
16.05.2012 2:03:02;0,0115;3,96;7,6923
16.05.2012 3:03:04;0,01311;3,98;7,6923
16.05.2012 4:03:04;0,01219;3,98;7,6923
16.05.2012 5:03:00;0,01035;4;7,6923
16.05.2012 6:03:02;0,0115;4,01;7,6557
16.05.2012 7:03:06;0,0207;4,01;7,6557
16.05.2012 8:02:54;0,02783;4,02;7,6923
16.05.2012 9:02:56;0,02622;4,02;7,7289
16.05.2012 9:41:52;0,02484;4,03;7,7289
16.05.2012 9:53:30;0,02507;4,03;7,7289
16.05.2012 10:06:14;0,02507;4,02;7,7289
16.05.2012 11:06:30;0,02484;4,03;7,7656
16.05.2012 13:31:56;0,02208;4,04;7,8388
16.05.2012 14:28:02;0,01472;4,05;7,8022
16.05.2012 15:15:22;0,01265;4,05;7,8388
16.05.2012 16:06:06;0,01518;4,05;7,7656
16.05.2012 17:06:42;0,01748;4,05;7,7656
16.05.2012 18:06:06;0,01863;4,04;7,7656
16.05.2012 19:06:42;0,02185;4,04;7,7289
16.05.2012 20:06:42;0,02806;4,03;7,6923
16.05.2012 21:05:56;0,02967;4,02;7,6923
16.05.2012 22:05:58;0,02829;4,02;7,6557
16.05.2012 23:05:56;0,02438;4,02;7,6923
17.05.2012 0:05:46;0,023;4,04;7,7289
17.05.2012 1:05:42;0,01725;4,05;7,7656
17.05.2012 2:05:46;0,01518;4,07;7,8022
17.05.2012 3:05:46;0,01173;4,07;7,7656
17.05.2012 4:05:56;0,01311;4,09;7,7289
17.05.2012 5:05:36;0,01334;4,1;7,7289
17.05.2012 6:05:58;0,01357;4,1;7,6923
17.05.2012 7:06:06;0,01863;4,09;7,6923
17.05.2012 8:21:52;0,03105;4,07;7,7289
17.05.2012 9:13:06;0,02967;4,05;7,6557
17.05.2012 10:21:52;0,04186;4,04;7,6923
17.05.2012 11:05:26;0,02829;4,03;7,7289
17.05.2012 12:05:20;0,02806;4,03;7,8022
17.05.2012 13:05:16;0,02668;4,02;7,7656
17.05.2012 14:05:10;0,02231;4,03;7,7289
17.05.2012 15:05:34;0,02185;4,04;7,7656
17.05.2012 16:06:02;0,02369;4,03;7,8388
18.05.2012 7:44:52;0,0368;3,89;7,7289
18.05.2012 8:05:54;0,04324;3,89;7,7289
18.05.2012 9:06:18;0,04209;3,89;7,7289
18.05.2012 10:06:50;0,02162;3,89;7,7656
18.05.2012 11:06:40;0,02139;3,89;7,8022
18.05.2012 12:07:04;0,02162;3,89;7,7656
18.05.2012 13:06:40;0,02415;3,89;7,6923
18.05.2012 14:06:48;0,02093;3,89;7,7289
18.05.2012 15:07:02;0,01311;3,89;7,7656
18.05.2012 16:07:00;0,01518;3,89;7,7656
18.05.2012 17:06:50;0,01886;3,88;7,7656
18.05.2012 18:06:46;0,03174;3,88;7,7656
18.05.2012 19:06:44;0,01771;3,88;7,7289
18.05.2012 20:06:46;0,01403;3,89;7,7289
18.05.2012 21:06:40;0,01679;3,89;7,7289
18.05.2012 22:06:34;0,01932;3,87;7,7289
18.05.2012 23:06:36;0,02139;3,87;7,7289
19.05.2012 0:06:34;0,02116;3,87;7,7289
19.05.2012 1:06:52;0,01564;3,87;7,7656
19.05.2012 2:06:56;0,01219;3,87;7,7656
19.05.2012 3:06:40;0,01127;3,88;7,7656
19.05.2012 4:06:14;0,01242;3,88;7,7656
19.05.2012 5:06:24;0,01127;3,88;7,7656
19.05.2012 6:06:40;0,01127;3,88;7,7656
19.05.2012 7:06:44;0,01702;3,88;7,8022
19.05.2012 8:06:36;0,0391;3,87;7,8388
19.05.2012 9:06:40;0,04002;3,87;7,8755
19.05.2012 10:06:40;0,02231;3,86;7,9121
19.05.2012 11:06:40;0,02116;3,86;7,9121
19.05.2012 12:06:56;0,0207;3,86;7,9853
19.05.2012 13:06:38;0,01725;3,85;7,9853
19.05.2012 14:06:36;0,01725;3,85;7,9853
19.05.2012 15:06:44;0,01633;3,84;7,9853
19.05.2012 16:06:48;0,01633;3,84;8,022
19.05.2012 17:06:42;0,01748;3,84;8,022
19.05.2012 18:06:48;0,02622;3,84;7,9853
19.05.2012 19:06:50;0,0184;3,84;7,9853
19.05.2012 20:06:50;0,01196;3,85;7,9121
19.05.2012 21:06:50;0,01265;3,85;7,8755
19.05.2012 22:06:52;0,01771;3,85;7,8755
19.05.2012 23:06:46;0,01932;3,85;7,8755
20.05.2012 0:06:48;0,0161;3,85;7,8755
20.05.2012 1:06:12;0,01311;3,85;7,9121
20.05.2012 2:06:14;0,00851;3,86;7,9121
20.05.2012 3:06:32;0,00759;3,87;7,9121
20.05.2012 4:06:30;0,00667;3,87;7,9121
20.05.2012 5:06:36;0,00713;3,88;7,9121
20.05.2012 6:06:26;0,00713;3,88;7,9121
20.05.2012 7:07:00;0,01265;3,88;7,9121
20.05.2012 8:07:12;0,02783;3,88;7,9487
20.05.2012 9:07:14;0,0322;3,87;8,022
20.05.2012 10:07:02;0,02093;3,88;8,0586
20.05.2012 11:06:48;0,02162;3,87;8,0952
20.05.2012 12:06:34;0,02116;3,87;8,1319
20.05.2012 13:06:38;0,01518;3,86;8,1319
20.05.2012 14:07:02;0,01426;3,86;8,0586
20.05.2012 15:06:30;0,01311;3,85;8,0952
20.05.2012 16:06:38;0,01265;3,85;8,1319
20.05.2012 17:06:58;0,01541;3,86;8,0952
20.05.2012 18:07:36;0,00391;3,86;8,0586
20.05.2012 19:07:06;0,00368;3,87;8,0586
20.05.2012 20:06:42;0,00805;3,87;8,022
20.05.2012 21:07:14;0,01449;3,87;8,022
20.05.2012 22:07:24;0,02024;3,86;7,9853
20.05.2012 23:07:10;0,01794;3,86;7,9853
21.05.2012 0:06:24;0,01449;3,86;8,022
21.05.2012 1:05:46;0,01035;3,86;8,022
21.05.2012 2:06:00;0,00621;3,87;8,022
21.05.2012 3:05:52;0,00529;3,88;8,022
21.05.2012 4:06:00;0,00552;3,89;8,022
21.05.2012 5:05:56;0,00529;3,89;8,022
21.05.2012 6:07:02;0,00506;3,9;7,9853
21.05.2012 7:07:50;0,01334;3,91;7,9853
21.05.2012 8:07:38;0,03312;3,91;8,022
21.05.2012 9:07:22;0,03266;3,92;8,0586
21.05.2012 10:07:18;0,01771;3,96;8,0952
21.05.2012 11:07:10;0,01679;3,99;8,0952
21.05.2012 12:07:00;0,01679;4,01;8,1319
21.05.2012 13:07:14;0,01702;4,01;8,1319
21.05.2012 14:07:28;0,01472;4,01;8,1319
21.05.2012 15:07:44;0,01127;4,02;8,1319
21.05.2012 16:06:58;0,00989;4,02;8,1319
21.05.2012 17:07:04;0,0115;4,02;8,1319
21.05.2012 18:06:50;0,02231;4,02;8,1319
21.05.2012 19:06:50;0,01587;4,04;8,0952
21.05.2012 20:06:50;0,00966;4,04;8,0952
21.05.2012 21:06:56;0,01127;4,04;8,0586
21.05.2012 22:06:54;0,01449;4,04;8,0586
21.05.2012 23:06:58;0,01748;4,04;8,0586
22.05.2012 0:06:06;0,01288;4,04;8,0952
22.05.2012 1:05:46;0,00966;4,04;8,0952
22.05.2012 2:05:56;0,00667;4,05;8,1319
22.05.2012 3:05:40;0,00621;4,06;8,1319
22.05.2012 4:05:44;0,00506;4,06;8,1319
22.05.2012 5:05:40;0,00506;4,07;8,1319
22.05.2012 6:06:38;0,00506;4,07;8,1319
22.05.2012 7:06:56;0,01196;4,07;8,1319
22.05.2012 8:07:16;0,03197;4,08;8,1685
22.05.2012 9:07:04;0,03013;4,08;8,2051
22.05.2012 10:06:50;0,01495;4,09;8,2418
22.05.2012 11:07:10;0,01311;4,09;8,2418
22.05.2012 12:07:16;0,01449;4,09;8,2784
22.05.2012 13:07:06;0,01564;4,08;8,2784
22.05.2012 14:06:52;0,01334;4,08;8,2784
22.05.2012 15:08:14;0,01081;4,08;8,2784
22.05.2012 16:07:02;0,0092;4,07;8,2784
22.05.2012 17:07:00;0,01012;4,07;8,2784
22.05.2012 18:06:40;0,02346;4,06;8,2784
22.05.2012 19:07:30;0,01403;4,07;8,2418
22.05.2012 20:06:44;0,00874;4,06;8,2418
22.05.2012 21:07:18;0,00874;4,06;8,2051
22.05.2012 22:07:28;0,00345;4,06;8,2051
22.05.2012 23:07:24;0,00299;4,06;8,2051
23.05.2012 0:06:48;0,00299;4,07;8,2418
23.05.2012 1:05:56;0,00276;4,07;8,315
23.05.2012 2:05:48;0;4,07;8,3516
23.05.2012 3:05:46;0,00299;4,07;8,3516
23.05.2012 4:05:52;0,00276;4,07;8,3516
23.05.2012 5:05:54;0,00276;4,08;8,3516
23.05.2012 6:07:14;0,00276;4,09;8,315
23.05.2012 7:07:46;0,00299;4,09;8,315
23.05.2012 8:07:32;0,00276;4,1;8,3516
23.05.2012 9:06:46;0,05681;4,1;8,3516
23.05.2012 10:06:24;0,01426;4,1;8,3516
23.05.2012 11:06:28;0,01242;4,1;8,3516
23.05.2012 12:06:20;0,01219;4,1;8,3883
23.05.2012 13:06:18;0,01265;4,1;8,4249
23.05.2012 14:06:42;0,00989;4,1;8,4249
23.05.2012 15:06:52;0,00598;4,1;8,4615
23.05.2012 16:05:20;0,03335;4,1;8,4615
23.05.2012 17:06:18;0,01518;4,09;8,4615
23.05.2012 18:05:22;0,0184;4,09;8,4249
23.05.2012 19:05:50;0,01104;4,08;8,4249
23.05.2012 20:06:38;0,01265;4,07;8,3883
23.05.2012 21:06:46;0,01426;4,07;8,3883
23.05.2012 22:06:30;0,01518;4,07;8,3883
23.05.2012 23:05:56;0,0184;4,07;8,3883
24.05.2012 0:05:54;0,0161;4,07;8,4249
24.05.2012 1:04:34;0,00966;4,07;8,4249
24.05.2012 2:04:30;0,00782;4,07;8,4249
24.05.2012 3:04:30;0,00621;4,07;8,4249
24.05.2012 4:04:26;0,00621;4,08;8,4249
24.05.2012 5:04:16;0,00552;4,09;8,4249
24.05.2012 6:05:12;0,00506;4,09;8,4249
24.05.2012 7:06:50;0,01012;4,1;8,4249
24.05.2012 8:05:56;0,02369;4,1;8,4615
24.05.2012 9:06:50;0,02852;4,1;8,4982
24.05.2012 10:06:40;0,01196;4,1;8,5348
24.05.2012 11:05:50;0,01127;4,1;8,5714
24.05.2012 12:06:48;0,01334;4,1;8,6081
24.05.2012 13:05:58;0,0138;4,1;8,5714
24.05.2012 14:05:58;0,01058;4,1;8,5714
24.05.2012 15:06:52;0,00989;4,1;8,6081
24.05.2012 16:06:58;0,00966;4,1;8,6081
24.05.2012 17:06:50;0,01081;4,1;8,6081
24.05.2012 18:05:48;0,01909;4,1;8,6081
24.05.2012 19:05:56;0,01702;4,1;8,5714
24.05.2012 20:05:48;0,01242;4,1;8,5714
24.05.2012 21:05:54;0,01196;4,1;8,5348
24.05.2012 22:06:14;0,01219;4,09;8,5348
24.05.2012 23:05:54;0,01334;4,09;8,5348
25.05.2012 0:05:50;0,01173;4,09;8,5714
25.05.2012 1:04:34;0,00667;4,09;8,6081
25.05.2012 2:04:32;0,00529;4,1;8,6081
25.05.2012 3:04:30;0,00483;4,1;8,6081
25.05.2012 4:04:30;0,00483;4,1;8,6081
25.05.2012 5:05:18;0,00483;4,11;8,5714
25.05.2012 6:05:34;0,00483;4,11;8,6081
25.05.2012 7:05:58;0,0138;4,12;8,5714
25.05.2012 8:05:54;0,0276;4,12;8,6447
25.05.2012 9:06:42;0,03358;4,12;8,6447
25.05.2012 10:05:56;0,01518;4,09;8,6813
25.05.2012 11:05:56;0,01564;4,05;8,7179
25.05.2012 12:06:46;0,01587;4,04;8,7179
25.05.2012 13:07:00;0,01702;4,03;8,7179
25.05.2012 14:06:56;0,01265;4,01;8,7179
25.05.2012 15:06:04;0,01173;3,99;8,7179
25.05.2012 16:07:08;0,01173;3,99;8,7546
25.05.2012 17:06:06;0,01357;3,98;8,7179
25.05.2012 18:06:04;0,023;3,98;8,7179
25.05.2012 19:05:48;0,01748;3,98;8,7179
25.05.2012 20:05:54;0,01104;3,98;8,6813
25.05.2012 21:06:02;0,01104;3,98;8,6813
25.05.2012 22:06:24;0,01219;3,97;8,6447
25.05.2012 23:06:02;0,01403;3,96;8,6447
26.05.2012 0:06:30;0,01472;3,95;8,6813
26.05.2012 1:05:34;0,01081;3,95;8,7179
26.05.2012 2:04:36;0,00598;3,95;8,7179
26.05.2012 3:04:38;0,00575;3,95;8,7179
26.05.2012 4:04:32;0,00621;3,95;8,7179
26.05.2012 5:04:46;0,00621;3,95;8,7179
26.05.2012 6:05:46;0,00529;3,95;8,7179
26.05.2012 7:05:46;0,00782;3,95;8,7179
26.05.2012 8:05:42;0,01817;3,95;8,7546
26.05.2012 9:05:44;0,02346;3,96;8,7912
26.05.2012 10:05:42;0,02369;3,95;8,8278
26.05.2012 11:05:44;0,02369;3,95;8,8645
26.05.2012 12:05:48;0,02231;3,96;8,8278
26.05.2012 13:05:50;0,01955;3,96;8,8645
26.05.2012 14:06:14;0,01518;3,96;8,8645
26.05.2012 15:05:56;0,01449;3,96;8,8645
26.05.2012 16:05:42;0,01104;3,96;8,8645
26.05.2012 17:05:48;0,01242;3,97;8,8645
26.05.2012 18:05:44;0,02185;3,97;8,8278
26.05.2012 19:05:48;0,01449;3,97;8,7912
26.05.2012 20:05:52;0,01242;3,97;8,7912
26.05.2012 21:05:52;0,01495;3,98;8,7912
26.05.2012 22:05:54;0,01702;3,98;8,7546
26.05.2012 23:05:48;0,01794;3,97;8,7912
27.05.2012 0:05:46;0,01587;3,96;8,7912
27.05.2012 1:04:50;0,00874;3,96;8,7912
27.05.2012 2:04:38;0,0069;3,96;8,7912
27.05.2012 3:04:30;0,00759;3,97;8,7912
27.05.2012 4:04:24;0,00598;3,97;8,7912
27.05.2012 5:04:34;0,00552;3,98;8,7912
27.05.2012 6:05:34;0,00529;3,98;8,7912
27.05.2012 7:05:52;0,00851;3,98;8,8278
27.05.2012 8:06:00;0,01863;3,98;8,8645
27.05.2012 9:06:06;0,03128;3,98;8,8645
27.05.2012 10:05:56;0,02116;3,98;8,9011
27.05.2012 11:05:50;0,01794;3,99;8,8645
27.05.2012 12:05:48;0,01863;4;8,9377
27.05.2012 13:05:48;0,0184;4,01;8,9377
27.05.2012 14:05:46;0,01449;4,01;8,9744
27.05.2012 15:05:44;0,00989;4,01;8,9377
27.05.2012 16:05:48;0,01242;4,02;8,9744
27.05.2012 17:05:54;0,0138;4,02;8,9011
27.05.2012 18:05:52;0,01357;4,03;8,9011
27.05.2012 19:05:54;0,01288;4,03;8,9011
27.05.2012 20:05:56;0,01587;4,03;8,9011
